Length,Height,Weight,Age
0.29,0.075,0.152,Infant
0.41,0.105,0.335,Infant
0.435,0.125,0.4075,Infant
0.14,0.035,0.0145,Infant
0.16,0.02,0.018,Infant
0.48,0.15,0.6275,Infant
0.455,0.135,0.441,Infant
0.355,0.1,0.216,Infant
0.52,0.14,0.6765,Infant
0.54,0.145,0.757,Infant
0.52,0.14,0.7325,Infant
0.56,0.165,1.0285,Infant
0.615,0.19,1.066,Infant
0.565,0.135,0.8545,Infant
0.525,0.14,0.6955,Infant
0.58,0.16,0.728,Infant
0.5,0.155,0.6675,Infant
0.725,0.22,2.0495,Infant
0.55,0.165,0.8605,Infant
0.235,0.06,0.058,Infant
0.235,0.08,0.0645,Infant
0.235,0.065,0.0615,Infant
0.315,0.08,0.18,Infant
0.465,0.12,0.5805,Infant
0.49,0.12,0.591,Infant
0.27,0.075,0.118,Infant
0.27,0.06,0.099,Infant
0.295,0.07,0.1365,Infant
0.295,0.065,0.1295,Infant
0.315,0.07,0.164,Infant
0.375,0.095,0.2875,Infant
0.38,0.09,0.277,Infant
0.385,0.09,0.248,Infant
0.4,0.095,0.252,Infant
0.415,0.1,0.3905,Infant
0.42,0.115,0.409,Infant
0.44,0.135,0.4095,Infant
0.45,0.135,0.494,Infant
0.475,0.12,0.4905,Infant
0.58,0.15,0.8915,Infant
0.185,0.045,0.032,Infant
0.245,0.055,0.0785,Infant
0.315,0,0.134,Infant
0.36,0.09,0.2075,Infant
0.375,0.08,0.2235,Infant
0.415,0.095,0.34,Infant
0.455,0.135,0.5365,Infant
0.48,0.105,0.635,Infant
0.485,0.125,0.562,Infant
0.51,0.125,0.597,Infant
0.275,0.07,0.096,Infant
0.33,0.065,0.1445,Infant
0.33,0.085,0.1965,Infant
0.365,0.09,0.196,Infant
0.365,0.09,0.2155,Infant
0.42,0.1,0.2805,Infant
0.435,0.11,0.334,Infant
0.435,0.1,0.366,Infant
0.44,0.11,0.4965,Infant
0.485,0.09,0.651,Infant
0.495,0.125,0.5125,Infant
0.52,0.14,0.5995,Infant
0.54,0.14,0.74,Infant
0.54,0.155,0.702,Infant
0.55,0.125,0.672,Infant
0.56,0.155,0.811,Infant
0.575,0.15,0.858,Infant
0.545,0.13,0.658,Infant
0.37,0.08,0.2325,Infant
0.395,0.085,0.317,Infant
0.4,0.115,0.318,Infant
0.41,0.1,0.2645,Infant
0.455,0.105,0.4055,Infant
0.48,0.125,0.524,Infant
0.485,0.11,0.464,Infant
0.5,0.12,0.439,Infant
0.515,0.125,0.5805,Infant
0.52,0.14,0.622,Infant
0.545,0.14,0.772,Infant
0.55,0.125,0.741,Infant
0.555,0.125,0.7005,Infant
0.565,0.15,1.1815,Infant
0.595,0.155,0.984,Infant
0.42,0.1,0.3415,Infant
0.48,0.1,0.519,Infant
0.515,0.14,0.7165,Infant
0.56,0.14,0.837,Infant
0.3,0.05,0.1185,Infant
0.455,0.13,0.4725,Infant
0.46,0.11,0.4495,Infant
0.49,0.115,0.557,Infant
0.5,0.12,0.516,Infant
0.54,0.135,0.709,Infant
0.55,0.11,0.7935,Infant
0.57,0.14,0.7655,Infant
0.58,0.145,0.83,Infant
0.585,0.17,0.985,Infant
0.28,0.07,0.124,Infant
0.33,0.08,0.14,Infant
0.35,0.075,0.1695,Infant
0.37,0.09,0.218,Infant
0.43,0.115,0.384,Infant
0.435,0.095,0.393,Infant
0.44,0.11,0.3805,Infant
0.48,0.11,0.4495,Infant
0.39,0.085,0.344,Infant
0.39,0.1,0.2845,Infant
0.405,0.085,0.3035,Infant
0.475,0.115,0.499,Infant
0.455,0.095,0.514,Adult
0.35,0.09,0.2255,Adult
0.44,0.125,0.516,Adult
0.475,0.125,0.5095,Adult
0.43,0.11,0.406,Adult
0.49,0.135,0.5415,Adult
0.5,0.13,0.6645,Adult
0.365,0.08,0.2555,Adult
0.45,0.1,0.381,Adult
0.355,0.095,0.2455,Adult
0.59,0.14,0.931,Adult
0.605,0.18,0.9365,Adult
0.575,0.14,0.8635,Adult
0.58,0.165,0.9975,Adult
0.665,0.165,1.338,Adult
0.465,0.105,0.4795,Adult
0.355,0.09,0.3275,Adult
0.47,0.12,0.5795,Adult
0.4,0.095,0.303,Adult
0.485,0.13,0.5415,Adult
0.405,0.1,0.385,Adult
0.445,0.12,0.4425,Adult
0.47,0.135,0.5895,Adult
0.45,0.105,0.4115,Adult
0.505,0.11,0.625,Adult
0.425,0.095,0.3785,Adult
0.52,0.12,0.58,Adult
0.475,0.12,0.48,Adult
0.555,0.13,0.7665,Adult
0.57,0.175,1.185,Adult
0.595,0.14,0.944,Adult
0.62,0.175,1.615,Adult
0.595,0.16,1.3175,Adult
0.58,0.14,1.013,Adult
0.625,0.14,1.195,Adult
0.56,0.16,0.8645,Adult
0.565,0.135,0.8115,Adult
0.555,0.15,0.755,Adult
0.595,0.175,1.115,Adult
0.695,0.19,1.494,Adult
0.665,0.195,1.606,Adult
0.535,0.15,0.725,Adult
0.47,0.13,0.523,Adult
0.47,0.13,0.5225,Adult
0.55,0.145,0.843,Adult
0.53,0.16,0.883,Adult
0.53,0.14,0.724,Adult
0.605,0.16,1.1735,Adult
0.495,0.125,0.5415,Adult
0.465,0.105,0.431,Adult
0.425,0.105,0.393,Adult
0.44,0.105,0.402,Adult
0.405,0.085,0.2605,Adult
0.37,0.075,0.214,Adult
0.7,0.16,1.7255,Adult
0.71,0.165,1.959,Adult
0.595,0.165,1.262,Adult
0.345,0.09,0.2005,Adult
0.375,0.095,0.253,Adult
0.65,0.19,1.3445,Adult
0.56,0.155,0.797,Adult
0.475,0.13,0.5175,Adult
0.46,0.12,0.515,Adult
0.59,0.145,1.053,Adult
0.515,0.13,0.722,Adult
0.645,0.215,1.514,Adult
0.605,0.165,1.056,Adult
0.61,0.175,1.2445,Adult
0.725,0.19,2.55,Adult
0.705,0.22,1.981,Adult
0.695,0.215,1.9565,Adult
0.525,0.155,1.065,Adult
0.58,0.15,0.97,Adult
0.57,0.18,0.9395,Adult
0.64,0.175,1.368,Adult
0.62,0.19,1.218,Adult
0.615,0.18,1.1595,Adult
0.61,0.17,1.0225,Adult
0.58,0.15,0.927,Adult
0.5,0.155,0.772,Adult
0.64,0.185,1.3035,Adult
0.56,0.16,0.922,Adult
0.585,0.185,0.922,Adult
0.5,0.165,0.825,Adult
0.42,0.115,0.369,Adult
0.335,0.09,0.181,Adult
0.5,0.14,0.6155,Adult
0.55,0.14,0.8025,Adult
0.45,0.13,0.46,Adult
0.47,0.135,0.501,Adult
0.555,0.135,0.836,Adult
0.565,0.175,0.9025,Adult
0.625,0.215,1.4455,Adult
0.565,0.16,0.9425,Adult
0.59,0.18,1.1235,Adult
0.6,0.165,1.2415,Adult
0.56,0.175,1.011,Adult
0.56,0.185,1.07,Adult
0.545,0.16,0.8975,Adult
0.53,0.165,0.8945,Adult
0.27,0.08,0.1205,Adult
0.52,0.15,0.895,Adult
0.35,0.11,0.2925,Adult
0.47,0.15,0.6355,Adult
0.59,0.2,1.187,Adult
0.62,0.205,1.219,Adult
0.63,0.225,1.525,Adult
0.63,0.155,1.259,Adult
0.655,0.215,1.844,Adult
0.61,0.24,1.642,Adult
0.635,0.205,1.484,Adult
0.485,0.14,0.6295,Adult
0.515,0.175,0.9565,Adult
0.53,0.155,0.699,Adult
0.44,0.125,0.4775,Adult
0.54,0.18,0.996,Adult
0.61,0.165,1.116,Adult
0.6,0.195,1.0575,Adult
0.49,0.14,0.549,Adult
0.37,0.105,0.234,Adult
0.37,0.1,0.252,Adult
0.36,0.1,0.217,Adult
0.645,0.24,1.5415,Adult
0.55,0.125,0.7605,Adult
0.57,0.145,0.9055,Adult
0.56,0.14,0.971,Adult
0.595,0.195,1.3305,Adult
0.63,0.175,1.3,Adult
0.45,0.1,0.3675,Adult
0.385,0.1,0.2845,Adult
0.335,0.105,0.222,Adult
0.51,0.13,0.6435,Adult
0.36,0.105,0.241,Adult
0.5,0.155,0.5955,Adult
0.62,0.19,1.3415,Adult
0.6,0.19,1.0875,Adult
0.59,0.185,1.283,Adult
0.62,0.185,1.325,Adult
0.575,0.145,1.165,Adult
0.62,0.185,1.274,Adult
0.49,0.14,0.707,Adult
0.61,0.15,1.2,Adult
0.57,0.14,0.9535,Adult
0.58,0.17,0.93,Adult
0.635,0.17,1.275,Adult
0.7,0.205,2.13,Adult
0.675,0.185,1.587,Adult
0.745,0.215,2.499,Adult
0.605,0.18,1.227,Adult
0.63,0.16,1.016,Adult
0.58,0.145,0.887,Adult
0.63,0.18,1.13,Adult
0.685,0.15,1.343,Adult
0.63,0.19,1.1775,Adult
0.565,0.175,0.995,Adult
0.605,0.18,1.1405,Adult
0.535,0.145,0.791,Adult
0.485,0.135,0.663,Adult
0.47,0.12,0.5565,Adult
0.545,0.135,0.8445,Adult
0.54,0.155,0.7385,Adult
0.46,0.135,0.482,Adult
0.49,0.125,0.609,Adult
0.475,0.125,0.593,Adult
0.47,0.145,0.5865,Adult
0.535,0.15,0.6765,Adult
0.585,0.15,0.987,Adult
0.515,0.135,0.7225,Adult
0.45,0.115,0.479,Adult
0.59,0.12,0.911,Adult
0.555,0.145,0.915,Adult
0.57,0.095,0.827,Adult
0.59,0.165,1.1045,Adult
0.585,0.12,0.945,Adult
0.545,0.12,0.8565,Adult
0.63,0.165,1.352,Adult
0.545,0.14,0.625,Adult
0.58,0.175,1.068,Adult
0.6,0.16,1.015,Adult
0.6,0.155,1.036,Adult
0.565,0.17,0.9065,Adult
0.545,0.14,0.7505,Adult
0.5,0.15,0.662,Adult
0.39,0.09,0.3055,Adult
0.5,0.165,0.6885,Adult
0.565,0.185,0.9815,Adult
0.565,0.185,0.9265,Adult
0.605,0.175,1.098,Adult
0.725,0.215,1.891,Adult
0.575,0.14,0.8375,Adult
0.38,0.1,0.2665,Adult
0.655,0.195,1.388,Adult
0.675,0.2,1.4385,Adult
0.53,0.175,0.7395,Adult
0.665,0.175,1.347,Adult
0.735,0.225,1.756,Adult
0.66,0.185,1.32,Adult
0.575,0.155,0.9325,Adult
0.57,0.125,0.849,Adult
0.63,0.145,1.0115,Adult
0.55,0.13,0.92,Adult
0.54,0.135,0.8075,Adult
0.59,0.145,1.073,Adult
0.58,0.13,0.921,Adult
0.655,0.175,1.2635,Adult
0.625,0.195,1.369,Adult
0.555,0.175,0.874,Adult
0.6,0.175,1.105,Adult
0.56,0.235,0.8395,Adult
0.585,0.225,1.055,Adult
0.56,0.18,0.889,Adult
0.31,0.085,0.146,Adult
0.27,0.08,0.1,Adult
0.4,0.115,0.2795,Adult
0.28,0.08,0.0915,Adult
0.325,0.09,0.147,Adult
0.21,0.05,0.0385,Adult
0.2,0.055,0.035,Adult
0.235,0.06,0.0545,Adult
0.175,0.04,0.024,Adult
0.155,0.04,0.0155,Adult
0.385,0.095,0.24,Adult
0.29,0.075,0.1165,Adult
0.275,0.07,0.094,Adult
0.42,0.115,0.2885,Adult
0.445,0.115,0.3615,Adult
0.32,0.075,0.1555,Adult
0.255,0.065,0.08,Adult
0.205,0.045,0.0425,Adult
0.35,0.065,0.179,Adult
0.28,0.08,0.1085,Adult
0.45,0.14,0.4625,Adult
0.535,0.15,0.6995,Adult
0.345,0.09,0.195,Adult
0.37,0.1,0.228,Adult
0.35,0.09,0.1775,Adult
0.195,0.05,0.032,Adult
0.325,0.075,0.155,Adult
0.415,0.135,0.3865,Adult
0.32,0.085,0.17,Adult
0.31,0.075,0.1295,Adult
0.235,0.055,0.0515,Adult
0.345,0.08,0.169,Adult
0.34,0.085,0.1835,Adult
0.46,0.125,0.467,Adult
0.36,0.1,0.2105,Adult
0.355,0.09,0.168,Adult
0.38,0.1,0.258,Adult
0.355,0.085,0.1905,Adult
0.325,0.085,0.173,Adult
0.33,0.095,0.1875,Adult
0.45,0.13,0.3715,Adult
0.33,0.075,0.1145,Adult
0.48,0.145,0.777,Adult
0.255,0.065,0.079,Adult
0.31,0.08,0.1345,Adult
0.295,0.075,0.129,Adult
0.455,0.12,0.4835,Adult
0.55,0.155,0.9175,Adult
0.475,0.145,0.6175,Adult
0.49,0.15,0.573,Adult
0.54,0.145,0.74,Adult
0.485,0.14,0.5725,Adult
0.535,0.185,0.8345,Adult
0.51,0.14,0.6515,Adult
0.565,0.185,0.909,Adult
0.525,0.17,0.7305,Adult
0.59,0.15,0.9555,Adult
0.5,0.15,0.636,Adult
0.38,0.12,0.283,Adult
0.28,0.1,0.1165,Adult
0.385,0.105,0.2905,Adult
0.395,0.115,0.316,Adult
0.4,0.125,0.417,Adult
0.415,0.14,0.417,Adult
0.315,0.09,0.203,Adult
0.36,0.13,0.2765,Adult
0.375,0.1,0.2465,Adult
0.355,0.085,0.201,Adult
0.35,0.08,0.1915,Adult
0.555,0.16,1.0575,Adult
0.555,0.15,1.092,Adult
0.525,0.13,0.99,Adult
0.465,0.08,0.488,Adult
0.4,0.085,0.297,Adult
0.505,0.125,0.77,Adult
0.525,0.13,0.8295,Adult
0.545,0.13,0.879,Adult
0.52,0.12,0.823,Adult
0.505,0.13,0.656,Adult
0.525,0.12,0.8665,Adult
0.51,0.125,0.6565,Adult
0.52,0.115,0.669,Adult
0.535,0.135,0.862,Adult
0.445,0.09,0.3795,Adult
0.53,0.205,0.835,Adult
0.53,0.13,0.8425,Adult
0.52,0.14,0.6595,Adult
0.535,0.13,0.8055,Adult
0.695,0.175,1.5165,Adult
0.485,0.12,0.547,Adult
0.65,0.175,1.4805,Adult
0.62,0.185,1.5275,Adult
0.615,0.155,1.1375,Adult
0.57,0.155,1.116,Adult
0.57,0.12,1.0615,Adult
0.585,0.15,1.2565,Adult
0.64,0.19,1.613,Adult
0.545,0.15,0.978,Adult
0.345,0.095,0.197,Adult
0.385,0.115,0.2685,Adult
0.455,0.135,0.462,Adult
0.49,0.14,0.7605,Adult
0.53,0.165,0.732,Adult
0.505,0.145,0.6775,Adult
0.49,0.14,0.6385,Adult
0.465,0.14,0.5755,Adult
0.56,0.165,0.93,Adult
0.505,0.15,0.6415,Adult
0.515,0.145,0.8815,Adult
0.55,0.175,1.042,Adult
0.495,0.135,0.709,Adult
0.47,0.18,0.51,Adult
0.575,0.165,0.9215,Adult
0.58,0.16,1.0345,Adult
0.515,0.145,0.695,Adult
0.53,0.155,0.7155,Adult
0.44,0.11,0.394,Adult
0.52,0.16,0.745,Adult
0.46,0.135,0.495,Adult
0.45,0.125,0.349,Adult
0.425,0.13,0.4405,Adult
0.515,0.135,0.6615,Adult
0.405,0.12,0.3185,Adult
0.505,0.14,0.875,Adult
0.415,0.1,0.325,Adult
0.47,0.12,0.5805,Adult
0.49,0.125,0.609,Adult
0.5,0.125,0.5975,Adult
0.505,0.14,0.8275,Adult
0.525,0.13,0.7635,Adult
0.54,0.125,0.891,Adult
0.55,0.15,1.0145,Adult
0.555,0.145,0.9685,Adult
0.565,0.155,1.0595,Adult
0.57,0.15,0.952,Adult
0.57,0.13,0.7535,Adult
0.59,0.165,1.077,Adult
0.59,0.13,1.102,Adult
0.6,0.175,1.3445,Adult
0.6,0.175,1.29,Adult
0.605,0.16,1.1035,Adult
0.615,0.15,1.296,Adult
0.615,0.165,1.34,Adult
0.62,0.165,1.307,Adult
0.63,0.165,1.26,Adult
0.635,0.17,1.3555,Adult
0.65,0.175,1.4715,Adult
0.655,0.165,1.4095,Adult
0.655,0.205,2.0805,Adult
0.66,0.17,1.3905,Adult
0.66,0.19,1.558,Adult
0.73,0.23,2.8255,Adult
0.47,0.12,0.612,Adult
0.475,0.125,0.537,Adult
0.48,0.115,0.6765,Adult
0.48,0.145,0.64,Adult
0.48,0.1,0.439,Adult
0.48,0.12,0.6015,Adult
0.49,0.125,0.649,Adult
0.495,0.135,0.6335,Adult
0.495,0.135,0.61,Adult
0.5,0.135,0.6595,Adult
0.5,0.135,0.6425,Adult
0.5,0.125,0.6725,Adult
0.505,0.125,0.642,Adult
0.51,0.135,0.769,Adult
0.51,0.15,0.7035,Adult
0.51,0.145,0.796,Adult
0.515,0.155,0.7125,Adult
0.525,0.14,0.7325,Adult
0.53,0.125,0.6515,Adult
0.535,0.14,0.7165,Adult
0.535,0.14,0.874,Adult
0.57,0.155,1.195,Adult
0.57,0.155,1.1935,Adult
0.57,0.14,1.0635,Adult
0.57,0.17,0.9035,Adult
0.575,0.16,1.114,Adult
0.58,0.15,1.012,Adult
0.58,0.13,1.1335,Adult
0.59,0.155,1.136,Adult
0.59,0.16,1.206,Adult
0.595,0.165,1.213,Adult
0.595,0.15,1.044,Adult
0.605,0.155,1.161,Adult
0.605,0.165,1.2315,Adult
0.61,0.15,1.1625,Adult
0.61,0.155,1.168,Adult
0.625,0.175,1.3325,Adult
0.63,0.155,1.278,Adult
0.63,0.15,1.1785,Adult
0.635,0.175,1.375,Adult
0.635,0.185,1.4065,Adult
0.64,0.155,1.4025,Adult
0.645,0.175,1.636,Adult
0.645,0.175,1.561,Adult
0.645,0.175,1.3385,Adult
0.65,0.16,1.304,Adult
0.65,0.21,1.6785,Adult
0.65,0.185,1.622,Adult
0.66,0.19,1.5905,Adult
0.66,0.195,1.6275,Adult
0.67,0.165,1.6085,Adult
0.68,0.185,1.607,Adult
0.69,0.175,1.7005,Adult
0.69,0.2,1.872,Adult
0.71,0.205,2.198,Adult
0.715,0.175,1.9525,Adult
0.765,0.22,2.302,Adult
0.43,0.12,0.397,Adult
0.47,0.105,0.544,Adult
0.49,0.125,0.5225,Adult
0.5,0.125,0.5215,Adult
0.52,0.145,0.7765,Adult
0.525,0.12,0.7555,Adult
0.545,0.135,0.7835,Adult
0.545,0.12,0.793,Adult
0.545,0.14,0.82,Adult
0.55,0.15,0.8315,Adult
0.56,0.145,0.8995,Adult
0.56,0.16,0.8965,Adult
0.56,0.145,0.852,Adult
0.565,0.15,0.9595,Adult
0.565,0.15,0.99,Adult
0.57,0.15,1.0375,Adult
0.575,0.14,0.8455,Adult
0.575,0.135,0.907,Adult
0.575,0.17,1.0225,Adult
0.575,0.145,0.847,Adult
0.58,0.15,1.114,Adult
0.58,0.195,1.859,Adult
0.58,0.135,0.814,Adult
0.58,0.14,0.9615,Adult
0.58,0.145,1.0025,Adult
0.585,0.145,0.9335,Adult
0.585,0.16,0.9555,Adult
0.59,0.15,0.9955,Adult
0.6,0.17,1.1915,Adult
0.6,0.155,1.0165,Adult
0.605,0.14,1.1175,Adult
0.605,0.17,1.1835,Adult
0.61,0.16,1.0145,Adult
0.61,0.145,1.3305,Adult
0.61,0.165,1.052,Adult
0.615,0.17,1.0565,Adult
0.62,0.135,1.0195,Adult
0.62,0.2,0.858,Adult
0.625,0.185,1.2065,Adult
0.63,0.155,1.1325,Adult
0.63,0.175,1.2645,Adult
0.64,0.165,1.369,Adult
0.645,0.195,1.39,Adult
0.65,0.155,1.202,Adult
0.655,0.16,1.31,Adult
0.665,0.16,1.363,Adult
0.685,0.165,1.519,Adult
0.69,0.21,1.583,Adult
0.695,0.185,1.74,Adult
0.7,0.18,1.751,Adult
0.7,0.19,2.273,Adult
0.715,0.19,2.0045,Adult
0.715,0.19,1.6755,Adult
0.72,0.145,1.187,Adult
0.725,0.185,1.978,Adult
0.735,0.185,2.124,Adult
0.745,0.215,1.931,Adult
0.755,0.205,2.0065,Adult
0.495,0.12,0.553,Adult
0.5,0.135,0.6765,Adult
0.525,0.155,0.842,Adult
0.535,0.15,0.717,Adult
0.55,0.15,0.8745,Adult
0.555,0.14,0.8705,Adult
0.565,0.15,0.796,Adult
0.565,0.125,0.744,Adult
0.57,0.17,0.873,Adult
0.57,0.125,0.8965,Adult
0.575,0.155,0.892,Adult
0.58,0.155,1.4395,Adult
0.58,0.135,0.7955,Adult
0.585,0.155,0.9145,Adult
0.585,0.185,1.171,Adult
0.585,0.165,1.1135,Adult
0.585,0.165,1.409,Adult
0.585,0.15,1.065,Adult
0.585,0.18,0.7995,Adult
0.59,0.18,1.187,Adult
0.59,0.155,0.8855,Adult
0.6,0.17,1.1315,Adult
0.6,0.155,1.014,Adult
0.6,0.155,0.9595,Adult
0.605,0.14,0.9755,Adult
0.61,0.15,0.871,Adult
0.61,0.165,1.244,Adult
0.61,0.17,1.0265,Adult
0.61,0.17,1.137,Adult
0.61,0.16,1,Adult
0.615,0.165,1.128,Adult
0.615,0.17,1.054,Adult
0.615,0.17,1.129,Adult
0.615,0.175,1.118,Adult
0.62,0.175,1.2815,Adult
0.62,0.18,1.2555,Adult
0.625,0.17,1.082,Adult
0.63,0.145,1.062,Adult
0.63,0.16,1.093,Adult
0.635,0.16,1.101,Adult
0.635,0.17,1.1935,Adult
0.635,0.155,0.986,Adult
0.64,0.23,1.521,Adult
0.64,0.18,1.3135,Adult
0.645,0.16,1.1835,Adult
0.645,0.195,1.401,Adult
0.645,0.16,1.5075,Adult
0.65,0.175,1.5365,Adult
0.65,0.19,1.542,Adult
0.655,0.205,1.6445,Adult
0.655,0.175,1.3585,Adult
0.675,0.185,1.7375,Adult
0.685,0.205,1.7925,Adult
0.705,0.515,2.21,Adult
0.705,0.215,2.141,Adult
0.72,0.215,2.173,Adult
0.415,0.115,0.3895,Adult
0.44,0.12,0.4565,Adult
0.45,0.125,0.4475,Adult
0.475,0.125,0.649,Adult
0.485,0.085,0.6435,Adult
0.485,0.13,0.526,Adult
0.505,0.105,0.5525,Adult
0.515,0.145,0.9365,Adult
0.52,0.125,0.559,Adult
0.525,0.14,0.7205,Adult
0.53,0.125,0.7575,Adult
0.55,0.16,0.793,Adult
0.57,0.15,0.9875,Adult
0.575,0.15,1.08,Adult
0.575,0.165,0.9155,Adult
0.585,0.15,0.906,Adult
0.59,0.15,0.8725,Adult
0.6,0.155,0.945,Adult
0.6,0.2,1.259,Adult
0.62,0.155,1.049,Adult
0.62,0.165,1.0725,Adult
0.625,0.175,1.4105,Adult
0.625,0.18,1.136,Adult
0.63,0.145,1.1005,Adult
0.63,0.15,1.1315,Adult
0.63,0.15,1.271,Adult
0.635,0.185,1.308,Adult
0.645,0.155,1.539,Adult
0.65,0.175,1.466,Adult
0.65,0.14,1.175,Adult
0.655,0.215,1.7835,Adult
0.66,0.165,1.374,Adult
0.67,0.2,1.7025,Adult
0.67,0.175,1.5265,Adult
0.67,0.19,1.519,Adult
0.68,0.17,1.6115,Adult
0.69,0.2,1.7825,Adult
0.7,0.2,1.858,Adult
0.705,0.165,1.675,Adult
0.72,0.2,2.1055,Adult
0.725,0.24,2.21,Adult
0.74,0.18,1.8725,Adult
0.75,0.18,1.893,Adult
0.475,0.1,0.4285,Adult
0.48,0.16,0.464,Adult
0.525,0.145,0.845,Adult
0.525,0.155,0.707,Adult
0.54,0.14,0.972,Adult
0.55,0.14,0.7625,Adult
0.56,0.135,0.849,Adult
0.565,0.125,0.802,Adult
0.565,0.15,0.831,Adult
0.57,0.14,0.795,Adult
0.575,0.165,0.867,Adult
0.575,0.185,0.985,Adult
0.575,0.16,0.839,Adult
0.575,0.16,0.9615,Adult
0.58,0.155,1.0335,Adult
0.58,0.13,0.798,Adult
0.59,0.165,1.207,Adult
0.595,0.14,0.838,Adult
0.595,0.145,0.959,Adult
0.6,0.165,0.9165,Adult
0.6,0.165,1.059,Adult
0.6,0.16,1.194,Adult
0.605,0.145,0.884,Adult
0.61,0.155,0.983,Adult
0.61,0.16,1.022,Adult
0.61,0.17,1.1185,Adult
0.615,0.16,1.0175,Adult
0.615,0.175,1.224,Adult
0.62,0.175,1.221,Adult
0.62,0.15,1.266,Adult
0.625,0.165,1.1165,Adult
0.625,0.16,1.0845,Adult
0.625,0.17,1.0985,Adult
0.63,0.17,1.0915,Adult
0.63,0.17,1.1745,Adult
0.63,0.165,1.233,Adult
0.63,0.175,1.2695,Adult
0.635,0.17,1.4345,Adult
0.64,0.18,1.247,Adult
0.64,0.185,1.707,Adult
0.645,0.15,1.1605,Adult
0.645,0.175,1.286,Adult
0.645,0.19,1.5595,Adult
0.645,0.19,1.4745,Adult
0.645,0.195,1.226,Adult
0.645,0.16,1.33,Adult
0.645,0.175,1.3375,Adult
0.645,0.15,1.2215,Adult
0.65,0.19,1.274,Adult
0.65,0.185,1.488,Adult
0.65,0.16,1.3835,Adult
0.655,0.18,1.274,Adult
0.66,0.165,1.3195,Adult
0.66,0.195,1.5505,Adult
0.66,0.165,1.6375,Adult
0.665,0.175,1.443,Adult
0.665,0.16,1.289,Adult
0.665,0.175,1.3725,Adult
0.665,0.175,1.2975,Adult
0.67,0.16,1.2585,Adult
0.67,0.165,1.39,Adult
0.675,0.16,1.2835,Adult
0.68,0.195,1.4535,Adult
0.685,0.15,1.3735,Adult
0.7,0.175,1.8565,Adult
0.71,0.215,2.009,Adult
0.71,0.22,2.015,Adult
0.72,0.2,1.8275,Adult
0.72,0.205,2.125,Adult
0.735,0.215,1.747,Adult
0.75,0.205,2.2205,Adult
0.77,0.195,2.5155,Adult
0.775,0.25,2.7795,Adult
0.39,0.125,0.564,Adult
0.445,0.12,0.414,Adult
0.465,0.115,0.5795,Adult
0.485,0.155,0.968,Adult
0.5,0.15,1.0615,Adult
0.515,0.155,0.9225,Adult
0.515,0.135,1.007,Adult
0.525,0.17,0.9605,Adult
0.525,0.125,0.65,Adult
0.53,0.14,0.7545,Adult
0.55,0.16,1.3405,Adult
0.57,0.175,1.02,Adult
0.575,0.185,1.025,Adult
0.585,0.145,0.953,Adult
0.6,0.175,1.3005,Adult
0.6,0.165,1.038,Adult
0.605,0.175,1.2525,Adult
0.605,0.15,1.15,Adult
0.62,0.145,1.0865,Adult
0.625,0.175,1.254,Adult
0.625,0.185,1.169,Adult
0.635,0.195,1.172,Adult
0.645,0.16,1.3815,Adult
0.65,0.19,1.6125,Adult
0.65,0.16,1.7395,Adult
0.655,0.19,1.4245,Adult
0.695,0.19,1.726,Adult
0.72,0.18,1.5865,Adult
0.73,0.21,2.069,Adult
0.515,0.11,0.5785,Adult
0.555,0.14,0.7495,Adult
0.555,0.125,0.599,Adult
0.555,0.13,0.7075,Adult
0.555,0.135,0.837,Adult
0.565,0.125,0.667,Adult
0.565,0.155,0.9355,Adult
0.565,0.16,0.895,Adult
0.57,0.155,1.0005,Adult
0.57,0.155,0.832,Adult
0.57,0.175,0.9415,Adult
0.57,0.13,0.88,Adult
0.575,0.13,0.785,Adult
0.575,0.155,0.9765,Adult
0.575,0.135,0.992,Adult
0.575,0.155,1.013,Adult
0.575,0.145,0.876,Adult
0.575,0.145,0.857,Adult
0.58,0.15,1.0465,Adult
0.58,0.16,0.8295,Adult
0.595,0.15,0.886,Adult
0.6,0.17,1.1805,Adult
0.6,0.15,0.99,Adult
0.605,0.18,1.1155,Adult
0.61,0.14,1.031,Adult
0.615,0.145,1.0285,Adult
0.615,0.15,1.0875,Adult
0.615,0.2,1.219,Adult
0.62,0.16,1.035,Adult
0.62,0.15,1.195,Adult
0.62,0.195,1.5145,Adult
0.62,0.15,1.309,Adult
0.62,0.155,1.0295,Adult
0.625,0.155,1.0485,Adult
0.625,0.17,1.331,Adult
0.625,0.185,1.1565,Adult
0.63,0.155,1.2525,Adult
0.635,0.16,1.195,Adult
0.635,0.165,1.273,Adult
0.635,0.165,1.229,Adult
0.64,0.165,1.1895,Adult
0.64,0.155,1.1285,Adult
0.645,0.175,1.32,Adult
0.655,0.17,1.1445,Adult
0.66,0.175,1.218,Adult
0.665,0.2,1.2695,Adult
0.665,0.18,1.429,Adult
0.675,0.15,1.312,Adult
0.68,0.19,1.623,Adult
0.68,0.155,1.534,Adult
0.685,0.155,1.3845,Adult
0.69,0.18,1.6915,Adult
0.695,0.185,1.5715,Adult
0.7,0.175,1.4405,Adult
0.7,0.195,1.6245,Adult
0.72,0.19,2.081,Adult
0.76,0.215,2.173,Adult
0.45,0.105,0.4955,Adult
0.47,0.135,0.522,Adult
0.505,0.12,0.653,Adult
0.505,0.135,0.5915,Adult
